-405.789648,-3461.043559,-3644.401750,-3644.909676,-3644.971591,-3644.990161,-3644.995409,-3644.996870,-3644.997276,-3644.997388,-3644.997420
-374.376475,-3493.686434,-3671.049549,-3673.238631,-3673.310224,-3673.317384,-3673.318340,-3673.318483,-3673.318505,-3673.318509,-3673.318509
-397.257627,-3338.785257,-3526.891562,-3534.439507,-3534.658986,-3534.662921,-3534.661735,-3534.661306,-3534.661182,-3534.661147,-3534.661137
-438.713513,-3352.140040,-3520.977843,-3526.788256,-3527.574174,-3527.667302,-3527.677800,-3527.678986,-3527.679121,-3527.679137,-3527.679138
-435.997745,-3568.337444,-3763.446473,-3764.865190,-3764.884347,-3764.884913,-3764.884930,-3764.884931,-3764.884931,-3764.884931,-3764.884931
-448.559065,-3404.667354,-3606.138170,-3606.958809,-3606.991316,-3606.997274,-3606.998673,-3606.999027,-3606.999119,-3606.999144,-3606.999150
-424.464998,-3344.596697,-3538.503338,-3539.958527,-3540.012714,-3540.015124,-3540.015958,-3540.016289,-3540.016399,-3540.016433,-3540.016443
-404.058428,-3391.221059,-3591.952791,-3594.308972,-3594.363453,-3594.365074,-3594.365126,-3594.365128,-3594.365128,-3594.365128,-3594.365128
-442.056622,-3407.988485,-3594.017086,-3604.653333,-3607.039055,-3607.372247,-3607.411084,-3607.415584,-3607.416116,-3607.416181,-3607.416189
-403.905330,-3457.207816,-3648.530431,-3651.130837,-3651.351565,-3651.380195,-3651.384706,-3651.385639,-3651.385881,-3651.385952,-3651.385974
